,label,diff,s1_pad,s2_pad,s1,s2
5814,1.4,0.34,31,25,[CLS] 갓 …. 김치 떡볶이라니 …!!!! [SEP]                               ,[CLS] 떡볶이매니아.. 침이 주룹 주룹 ….. [SEP]                         
6614,2.2,0.34,37,31,[CLS] 빙상연맹 물갈이 할때가 됐습니다. [SEP]                                     ,[CLS] 빙상연맹의 사과와 해체를 청원합니다. [SEP]                               
5134,0.2,0.34,26,24,[CLS] 실제 이들은 현재 다수가 블로그 등으로 유명인 행세하며 떳떳해 합니다 [SEP]                          ,[CLS] 당시 항간에 유명해 봤지만 결과는 참담. 유치함. [SEP]                        
7751,2.6,0.34,21,40,[CLS] 우리아이와 애 학교친구 ( 중 ) 는 재미있다고 했어요. [SEP]                     ,[CLS] 울 아들과 봤는데 너무 재미있어하고 또 보고싶다고 하네요. [SEP]                                        
990,4.0,0.34,39,48,[CLS] 결코 싸구려 영화아님 [SEP]                                       ,[CLS] 결코 싸구려 영화가 아니다 [SEP]                                                
1052,4.2,0.34,51,43,[CLS] 여성가족부를 폐지해주세요 [SEP]                                                   ,[CLS] 여성가족부 폐지 부탁드립니다. [SEP]                                           
1284,0.0,0.34,28,14,[CLS] 히스레저최악의망작 -. - 비추!!!! [SEP]                            ,[CLS] 롭 + 아담 = 최강코미디!!!!!!!!!!!!!!!!!! [SEP]              
1484,0.4,0.34,37,33,[CLS] 저도 빛이 들어간 작품들 좋아해요!! ) [SEP]                                     ,[CLS] 여행곡 저도 너무너무 좋아해요!! 기분 산뜻!!! [SEP]                                 
7968,0.0,0.34,36,40,[CLS] 오히려 완벽한 계획이 더 웃기지 않나? [SEP]                                    ,[CLS] 이거 너무 억지 아닌가? [SEP]                                        
9244,0.4,0.34,18,22,[CLS] 아참 거실에 기대 했던 먹잇감은 없었고 그냥 같이 있고 싶었나 봅니다 [SEP]                  ,[CLS] 궁금해서 자리에서 일어나니 거실로 오라고 하길래 따라 나왔고 거실에 같이 누웠습니다. [SEP]                      
8529,1.0,0.34,29,29,[CLS] 푸하하하 ~ 코미디라는 장르에 아주 충실하군.. [SEP]                             ,[CLS] 장르 코미디 아닌건 확실하다.. [SEP]                             
4635,3.0,0.34,37,30,[CLS] 청와대는 특활비 내역 공개하라 [SEP]                                     ,[CLS] 국회 특활비 내역 공개 안하는 이유가.. [SEP]                              
4374,0.4,0.34,38,24,[CLS] 시간 아까움 / 중간 중간 코미디.. 어의없음 [SEP]                                      ,[CLS] 헐 / / / / 이런 연기로.. 헐헐.. 총집합.. 오합 / / 넘놀람 [SEP]                        
8398,4.2,0.34,38,31,[CLS] 액션 영화를 원했나? [SEP]                                      ,[CLS] 액션 영화를 원했습니까? [SEP]                               
3921,3.4,0.34,37,26,[CLS] 인생이란 어떻게 될지 모르는 듯. [SEP]                                     ,[CLS] 인생이 어떻게 될지 모르는 것과 같습니다. [SEP]                          
4715,3.4,0.34,32,29,"[CLS] 솔까말, 중국 무협외화가 더 재밌다. [SEP]                                ","[CLS] 진지하게, 중국 무술 외화는 더 흥미롭다. [SEP]                             "
8868,2.2,0.34,27,22,[CLS] 멜로 드라마도 좋아하는데 평점에 속아 완전 끝까지 기대만 하다 [SEP]                           ,[CLS] 멜로 좋아하는데 아무런 감흥도 없었다... [SEP]                      
5036,1.2,0.34,43,43,[CLS] 메갈리아 및 워마드 폐지 [SEP]                                           ,"[CLS] 맘카페 및 워마드, 일베 처벌 [SEP]                                           "
4558,3.8,0.34,41,29,[CLS] 다음에 또 활용할수 있을때 쓰겠습니다 ㅎ [SEP]                                         ,[CLS] 다음에 또 이용하게 되면 이용하겠습니다. [SEP]                             
6956,0.0,0.34,26,25,[CLS] 그리고 딸은 무슨 죄? [SEP]                          ,[CLS] 그리고 열린결말이라니? [SEP]                         
1336,0.2,0.34,38,32,[CLS] 실질적인 평등을 요구합니다 [SEP]                                      ,[CLS] 국방부 적폐청산을 요구합니다. [SEP]                                
6767,3.8,0.34,38,41,[CLS] 쩐다는 말밖에 할말이 ~ ~ [SEP]                                      ,[CLS] 대박이라는 말 밖에 ~ ~ [SEP]                                         
396,0.0,0.34,34,29,[CLS] 안철수의 사전선거운동을 저지해주십시요 [SEP]                                  ,[CLS] 조원진의 막말ㅡ200조에 대해 수사해주십시요. [SEP]                             
9148,3.4,0.34,33,34,[CLS]! 술먹고 취했다는 이유로 형량을 줄이지 말아주세요.! [SEP]                                 ,[CLS]! 술에 취해 형량을 줄이지 말아주세요! [SEP]                                  
5603,1.4,0.34,36,27,[CLS] 개인회생변제기간단축법원별 [SEP]                                    ,[CLS] 개인회생변제단축법! 서울사람만 국민이고 사람입니까? [SEP]                           
984,3.4,0.34,31,44,[CLS] 그리고 살면서 꼭 한번봐야할영화라고 생각 되네요 [SEP]                               ,[CLS] 한번쯤은 꼭 봐야할 영화네요 ~ [SEP]                                            
2669,0.2,0.34,32,35,[CLS] 연봉상위 1 % 고고고! [SEP]                                ,[CLS] 우리 회사 고고고! [SEP]                                   
7326,0.8,0.34,33,29,[CLS] 브루수 윌리스 그는 나에게 전설이다.. [SEP]                                 ,[CLS] 해리슨포드는 아직 살아있는 전설이다 [SEP]                             
2345,0.2,0.34,34,25,[CLS] 남성에 대한 고정관념이나 차별을 반대합니다. [SEP]                                  ,[CLS] 자발적 퇴사에 따른 실업급여 지급을 반대합니다. [SEP]                         
74,0.0,0.34,23,15,[CLS] 지금도 아침에 코칭 다니시고 가족들도 종종 함께 다니는 가족 운동이라고 하네요! [SEP]                       ,[CLS] 그리고 그림 또한 그리는걸 좋아하셔서 타블렛까지 구매하셔서 종종 그리신다고 하십니다! [SEP]               
4833,2.6,0.34,41,35,[CLS] 김우빈연기오글거림.. [SEP]                                         ,[CLS] 손발이 오글오글.. [SEP]                                   
1388,2.6,0.34,36,29,[CLS] 실명 청원과 책임답변 바랍니다. [SEP]                                    ,[CLS] 청와대 청원답변 제대로해라.... [SEP]                             
5001,0.0,0.34,44,45,[CLS] 오 영광의 소환 …! [SEP]                                            ,[CLS] 오마이! 어떠셨나요ㅠㅠㅠ [SEP]                                             
5045,1.2,0.34,44,41,[CLS] 사실 적시로 인한 명예훼손 관련 [SEP]                                            ,[CLS] 사실적시 명예훼손죄의 철폐를 요구합니다. [SEP]                                         
847,0.0,0.34,20,26,[CLS] 날씨 조금만 따뜻해지면 진짜 고고 하시죠!!!!!! [SEP]                    ,"[CLS] 기침하신다는데, 코로나 아니길 바랄게요!!!!!! [SEP]                          "
6847,4.2,0.34,32,32,[CLS] 정말 축하드립니다!!! [SEP]                                ,[CLS] 너무너무너무 축하드립니다!!! [SEP]                                
1250,1.4,0.34,44,33,[CLS] 스릴러와 형제애의 짬뽕 ; ; [SEP]                                            ,[CLS] 스릴러의 교과서적인 영화. [SEP]                                 
6273,1.0,0.34,42,33,[CLS] 호수공원 야경은 홍콩 같죠? [SEP]                                          ,[CLS] 이번 주말에는 광교 호수공원 산책을 할까 하신답니다. [SEP]                                 
5059,0.0,0.34,40,40,[CLS] 일단은 테라스 활용하시면 됩니다 ~! [SEP]                                        ,[CLS] 일단 기네스 맛있게 먹는 연기 연습부터 [UNK]!! [SEP]                                        
4650,0.8,0.34,34,34,[CLS] 크레이크와의 첫 대면 대박임굿잡 [SEP]                                  ,[CLS] 신화진짜 대박입니다. bb [SEP]                                  
5847,0.6,0.34,36,20,[CLS] 이번 광주 쌍촌동 일어난 사건 입니다 [SEP]                                    ,[CLS] 광주 쌍촌동 교통사고 운전자의 무혐의 처분과 무단횡단 강력 처벌법을 청원합니다 [SEP]                    
2535,3.8,0.35,35,36,[CLS] 에휴 진짜 삼류영화 [SEP]                                   ,[CLS] 진짜 삼류영화 같음 [SEP]                                    
9304,3.4,0.35,27,34,[CLS] 미세먼지... 국민들 다 죽길 바라나요? [SEP]                           ,[CLS] 미세먼지... 사람 다 죽고 싶니? [SEP]                                  
329,0.4,0.35,36,32,[CLS] 저도 조심하겠습니다. [SEP]                                    ,[CLS] 저도 참여하겠습니다! [SEP]                                
9282,0.6,0.35,33,35,[CLS] 스크린에 [UNK] 날릴뻔했다 [SEP]                                 ,[CLS] 명랑이 보다가 암걸릴뻔했다 [SEP]                                   
8536,2.0,0.35,30,22,[CLS] 이유가 궁금하신 분들은... 링크 [SEP]                              ,[CLS] 궁금하신 분들은 여기서 함께하실 수 있어요!! [SEP]                      
6133,3.0,0.35,35,31,[CLS] 집단괴롭힘 처벌법이 반드시 필요합니다!!! [SEP]                                   ,[CLS] 직장괴롭힘 방지법 제발 좀 제정해 주세요! [SEP]                               
7775,0.5,0.35,30,50,[CLS] 마을도로 좀 찾아주세요 [SEP]                              ,[CLS] 우리집 좀 찾아 주세요. [SEP]                                                  
4380,1.0,0.35,38,35,[CLS] 가습기 살균제 피해자들을 위해 치료지원부탁드립니다 [SEP]                                      ,[CLS] 가습기살균제 참사 원흉 SK케미칼을 수사 해 주세요! [SEP]                                   
1503,1.2,0.35,31,34,[CLS] 한창 온보딩하시며 바쁘게 보내고 계신 것 같았습니다. [SEP]                               ,[CLS] 많이 바쁘신 것 같았는데 건강 잘 챙기시구요. [SEP]                                  
824,4.0,0.35,30,38,[CLS] 진짜 감동적인 영화다!! [SEP]                              ,[CLS] 너무 감동적인 영화!! [SEP]                                      
9259,0.8,0.35,31,33,[CLS] 삶의 이유를 알게 해 준 영화 [SEP]                               ,[CLS] 처음으로 일본 영화가 재밌다는 걸 알게해 준 [SEP]                                 
2083,3.6,0.35,74,67,[CLS] 국민이 반대하는 난민 수용 이유가 무엇인가요 [SEP]                                                                          ,[CLS] 대한민국국민들이 난민반대하는데 정부는 왜 찬성하는가 [SEP]                                                                   
1635,3.4,0.35,33,36,[CLS] 다큐멘터리라서그런지 재미있는 영화는 아니였음. [SEP]                                 ,[CLS] 다큐멘터리라 재미가 없는 영화였다. [SEP]                                    
912,1.6,0.35,20,35,[CLS] 혹시 여러 외장 모니터를 고려하고 계신 분들은 한번 관련 정보 보셔도 좋을 것 같아요. [SEP]                    ,[CLS] 관심 있으신 분들은 참고해 보셔도 좋을 것 같습니다. [SEP]                                   
2168,0.0,0.35,74,71,[CLS] ㅋㅋ 심각한 오독을 했네요 … 민망쓰 [SEP]                                                                          ,[CLS] 오 오징어가 아니라 한치였네요 ㅋㅋ [SEP]                                                                       
7255,0.0,0.35,20,25,[CLS] 두 대표 섹시배우가 모였는데도 그리 섹시하지 않는다 [SEP]                    ,[CLS] 정공법으로 나가지만 전혀 지루하지 않다 [SEP]                         
6551,3.8,0.35,35,32,[CLS] 여러분은 하루에 몇 끼를 드시나요? [SEP]                                   ,[CLS] 하루에 몇끼를 먹나요? [SEP]                                
422,0.0,0.35,35,38,[CLS] ( 바보들도 아니니까요!!! ) [SEP]                                   ,[CLS] ( 광주 사람입니다.. ) [SEP]                                      
3160,0.0,0.35,37,31,[CLS] 곧 사라질 ( 태권도 ) 를 국기로 제정하라! [SEP]                                     ,[CLS] 교복 마이 ( 자켓 ) 을 없애거나 바꿔주세요. [SEP]                               
2622,1.0,0.35,20,25,[CLS] 초등학생학년인 저도 재미있는데 아기들은 완전 재밌어할듯 싶어요 ~ 니코 짱 [SEP]                    ,[CLS] 주원오빠 목소리도 녹고 ~ 니코 스토리도 너무 재밌어요! [SEP]                         
426,2.0,0.35,37,36,[CLS] 암호호화폐를 제한??? [SEP]                                     ,[CLS] 암호화폐 거래 폐지를 반대합니다. [SEP]                                    
3409,0.2,0.35,38,17,[CLS] 비공개 계정 아바타 보면 아시죠? [SEP]                                      ,[CLS] 혹시'adobe 구독 계정'중 공유 가능한 계정이 있을까요? ~ [SEP]                 
6460,0.0,0.35,24,17,[CLS] 어려운 경제에... 제작비가 진정 아까워지는 영화!! [SEP]                        ,[CLS] 소름듣는 대사와.. 연출.. 연기... 올드보이 인생 여러합작의 진품!! 강추!! [SEP]                 
6676,0.0,0.35,41,40,[CLS] 아들에게 일자리를주세요 [SEP]                                         ,[CLS] 아이들은 부모에게 돌려주세요 [SEP]                                        
4234,0.6,0.35,46,72,[CLS] 상속세 폐지청원합니다. [SEP]                                              ,[CLS] 공매도 폐지 청원합니다. [SEP]                                                                        
5483,3.6,0.35,44,37,[CLS] 덕분에 잠시 캘리포니아 여행하고 온 기분입니다ㅎㅎ [SEP]                                            ,[CLS] 덕분에 오랜만에 캘리포니아에 온 것 같은 기분이 듭니다. [SEP]                                     
6199,0.4,0.35,33,29,[CLS] 편안히 죽고 싶습니다 [SEP]                                 ,[CLS] 편하게 살고 싶습니다. [SEP]                             
18,1.6,0.35,36,28,[CLS] 이래저래 힘들어 죽을거같아요 [SEP]                                    ,[CLS] 대통령님 경찰들 때문에 죽을것 같습니다 [SEP]                            
4457,2.0,0.35,42,41,[CLS] 수능연기 이건아니잖아요. [SEP]                                          ,[CLS] 수능 연기 취소부탁드립니다.. [SEP]                                         
6444,3.2,0.35,24,28,[CLS] 건강히 잘 챙겨먹고 운동하고 다니길 서로 노력해요! ㅋㅋ [SEP]                        ,"[CLS] 건강하게 먹고, 운동하고, 서로를 위해 노력합시다! ㅋ [SEP]                            "
3753,0.0,0.35,29,13,[CLS] 저희 외부 행사가 [UNK] 꼭 공식 로고를 사용했으면 좋겠어요! [SEP]                             ,[CLS] 저희 뿐만 아니라 비슷한 고민을 하시는 분들 모두 파이팅 하셨으면 좋겠습니다!!! ㅋㅋㅋ [SEP]             
2959,3.8,0.35,50,52,[CLS] 성공한 대통령에 의한 성공한 제품 [SEP]                                                  ,[CLS] 성공한 대통령의 성공적인 제품 [SEP]                                                    
3255,3.2,0.35,36,39,[CLS] 얘네들 리플이 더웃기다 ㅋㅋㅋ [SEP]                                    ,[CLS] 댓글이더웃김.. ㅋㅋㅋ [SEP]                                       
3595,1.6,0.35,44,41,[CLS] 애니메이션은 아주 놀랍지만 실망했어요. [SEP]                                            ,[CLS] 아 ~ 정말 짜증나는 애니메이션이다.. [SEP]                                         
8132,2.6,0.35,25,24,[CLS] 대한민국헌정회 육성법 국회의원 연금이라고 불리는 이 지원금을 아예 폐지해주세요 [SEP]                         ,[CLS] 국회의원 연금이라고 하는 이 지원금을 국민헌법협회 진흥법에 폐지해 주십시오. [SEP]                        
5820,3.4,0.35,37,32,[CLS] 너무 재미있게 [UNK]. 추천 [SEP]                                     ,[CLS] 영화 너무 재미있게 봤구요. [SEP]                                
533,5.0,0.35,30,26,[CLS] 대학교 등록금 납부시 신청 학점 만큼 등록금 납부 [SEP]                              ,[CLS] 대학 등록금 납부 시 신청학점만큼 등록금 납부 [SEP]                          
1551,2.0,0.35,31,19,[CLS] 6. 25전몰군경 미수당 유자녀 예우 및 지원 차별 철폐 [SEP]                               ,[CLS] 국가유공자 등 예우 및 지원에 관한법률상6. 25전몰군경 자녀수당문제점 개선 청원 [SEP]                   
2001,2.5,0.35,32,28,[CLS] 연극부 출신이 여럿 있다는 소문이!! [SEP]                                ,[CLS] 극장 동아리에 몇 명 있다는 소문이!! [SEP]                            
4241,0.0,0.35,39,69,[CLS] 다들 근무환경이 다이나믹하시네요!! [SEP]                                       ,[CLS] 정말 다들 부지런하십니다!! [SEP]                                                                     
6291,0.6,0.35,44,36,[CLS] 너무 슬픔.. ㅜㅜ. [SEP]                                            ,[CLS] 비극적인 현실이 참 안타깝다... ㅠ [SEP]                                    
7904,0.0,0.35,34,41,[CLS] 좀 살아나나 했더니... [SEP]                                  ,[CLS] 화가 좀 많이 나는군... [SEP]                                         
3105,3.2,0.35,37,31,[CLS] 영화 분위기도 좋고 너무 사랑스러운영화!! [SEP]                                     ,[CLS] 영화 분위기도 좋고 영화도 너무 좋아요!! [SEP]                               
1678,3.0,0.35,43,36,[CLS] 말이 필요없는 명작... [SEP]                                           ,[CLS] 말이필요없지...... [SEP]                                    
6446,1.8,0.35,35,35,[CLS] 공소시효를 폐지합시다 [SEP]                                   ,[CLS] 성범죄 공소시효를 폐지시켜 주십시요 [SEP]                                   
7509,0.0,0.35,40,40,[CLS] 내가 내 나라에 있는데 불편하다 [SEP]                                        ,[CLS] 우리 한국여자도 군복무 가능합니다 [SEP]                                        
3338,0.0,0.35,37,28,[CLS] 헐 나중에 저도 해봐야겠네요 [SEP]                                     ,[CLS] [UNK].. 무조건 가봐야겠어요 [SEP]                            
3361,1.2,0.35,34,0,[CLS] 굿 잡!!! 친구랑 또 보고 싶네요! [SEP]                                  ,[CLS] 아주 잘만든거 같아요!!!!!!!!!!!!!!!!!!!!!!!!!!!! [SEP]
4370,3.8,0.35,0,0,[CLS] 일제와 분단때문에 생겨난 일본의 조총련이라는 동포들은 한국의 지원도 받지못하고 소외되었고 일본의 차별까지 더해져서 그들의 삶이 너무 힘들었을것 같습니다. [SEP],"[CLS] 일제강점기와 분단으로 탄생한 조총련이라는 조선동포들은 조선의 지원을 받지 못하고 소외되었고, 일제에 의한 차별로 인해 그들의 생활이 많이 힘들었을 것입니다. [SEP]"
402,3.6,0.35,30,32,[CLS] 여기 데이타 받을수 있으면 저희들에게 도움이 될까요? [SEP]                              ,[CLS] 여기에서 데이터를 얻을 수 있다면 도움이 될까요? [SEP]                                
3378,0.0,0.35,29,17,[CLS] 국가 운전직렬도 공개경쟁 ( 경력 ) 시험으로 선발해 주세요. [SEP]                             ,[CLS] 교육은 평생 무제한 ( 유학포함 ) 국가지원 ( 무상교육 ) 으로 해 주세요 [SEP]                 
587,4.0,0.35,34,28,[CLS] 난민 받지 마세요! [SEP]                                  ,[CLS] 난민 받지 말아주세요! [SEP]                            
9113,0.0,0.35,38,36,[CLS] 공개꺼주세요. 기본권좀 찾읍시다. [SEP]                                      ,[CLS] 전화로 하는 선거 유세좀 없애주세요. [SEP]                                    
5242,4.2,0.35,35,28,[CLS] 조두순출소결사반대입니다 [SEP]                                   ,[CLS] 조두순출소반대!!! 제발요 [SEP]                            
2427,0.6,0.35,31,28,[CLS] 제 글을 대한민국 국민이라면 꼭 읽어봐주셨으면 합니다 [SEP]                               ,[CLS] 문대통령님 반드시 읽어 주시길 바랍니다. [SEP]                            
5145,2.2,0.35,29,27,[CLS] 다음에 오피스에 간다면 같이 식사 혹은 티타임 가져요 ~ ~! [SEP]                             ,[CLS] : ) 다음에 오피스에서 또 뵈요!!! [SEP]                           
1049,3.2,0.35,52,45,[CLS] 저녁 맛있게 드세용! [SEP]                                                    ,[CLS] 저녁 식사를 즐기십시오! [SEP]                                             
5115,2.2,0.35,30,29,[CLS] 폐지라니?! 미래기술인 가상화폐를 건전하게 성장 시켜주세요! [SEP]                              ,"[CLS] 대한민국이 선진국이 되는길,,, 4차산업인 가상화폐를 국책사업으로,, [SEP]                             "
6824,0.2,0.35,24,22,[CLS] 동물학대죄 강력하게 처벌하는것을 원합니다. [SEP]                        ,[CLS] 사기죄를 강력하게 처벌할수잇게 법개정 부탁드립니다. [SEP]                      
6768,3.2,0.35,28,27,[CLS] 경제방송줄연해부동산투기조장전문가단속좀해주세요 [SEP]                            ,[CLS] 전국민이시청하고잇는방송부동산투기조장단속좀해주세요 [SEP]                           
6762,4.8,0.35,27,29,[CLS] TV조선 2030에게 길을 묻다를 보면서 대한민국의 희망을 보았습니다. [SEP]                           ,[CLS] TV조선 2030 길을 묻다를 보면서 한국의 희망을 보았습니다. [SEP]                             
4373,4.0,0.35,33,35,[CLS] 여러분 이런 분위기면 좋겠다는 아이디어 있으시면 던져주세요 ~ ~ [SEP]                                 ,[CLS] 이런 분위기를 연출하고 싶은 아이디어가 있다면 던져주세요 ~ [SEP]                                   
8540,0.6,0.35,35,30,[CLS] 저는 문재인 대통령을 사랑합니다 [SEP]                                   ,[CLS] 문재인 대통령님 저는 이거 추천 합니다 [SEP]                              
755,0.4,0.35,35,38,[CLS] 제주 계신분들 고고!! [SEP]                                   ,[CLS] 야채 가득 고고!! [SEP]                                      
4133,4.0,0.35,21,26,[CLS] 2018 / 5 / 1 PD수첩 조계종비리 / 큰스님에게 묻습니다 [SEP]                     ,[CLS] 2018 / 5 / 1 PD수첩 조계종 부패 / 대승에게 물어봐 [SEP]                          
4674,2.8,0.35,39,35,[CLS] 이명박 출국금지 찬성 [SEP]                                       ,[CLS] 이명박 출국금지 감옥찬성 [SEP]                                   
9210,1.2,0.35,32,32,[CLS] 나는 용자다... 이걸 끝까지 다보다니... [SEP]                                ,[CLS] 슈발.. 잠잘시간에 이걸보다니.... [SEP]                                
3719,3.6,0.35,39,30,[CLS] 정말 최악중의 최악입니다 [SEP]                                       ,[CLS] 최악중에악중에악 ~! [SEP]                              
946,0.2,0.35,32,41,[CLS] 한달에 한 번 정도 좋지 않나요? [SEP]                                ,[CLS] 집도 가까운데 한 번 [UNK] 수 있으면 [UNK]!! [SEP]                                         
6292,3.6,0.35,41,40,[CLS] 재밌게 잘 봤다... 점 [SEP]                                         ,[CLS] 아주 재밌게 잘 봤다. [SEP]                                        
5143,2.6,0.35,30,16,[CLS] 다른 의견 있으시면 댓글로 편히 남겨주세요 ~! [SEP]                              ,[CLS] 매우 초안인데 보시고 추가 하면 좋을 내용이나 의견 있으시면 편하게 주세요. [SEP]                
6717,0.0,0.35,35,38,[CLS] 처음부터 나오는 성형언니들 드립부터 너무 황당ㅋ [SEP]                                   ,"[CLS] 특히 입단테스트때 진짜 웃김., [SEP]                                      "
4097,3.8,0.35,36,38,[CLS] 개발팀 화이팅입니다! [SEP]                                    ,[CLS] 개발팀 화이팅! [SEP]                                      
5404,2.8,0.35,44,43,"[CLS] 한가지만 말하자, 지루하기도 하고. [SEP]                                            ",[CLS] 좀 지루해요.... [SEP]                                           
5470,0.0,0.35,34,34,"[CLS] 여성 소방관 체력 시험 기준 상향은 불공평합니다, 그럼 남녀 구분 말고 뽑아주십시오. [SEP]                                  ",[CLS] 모든 공무원 시험의 한국사 과목은 한국사 능력검정시험으로 통일해야 합니다. [SEP]                                  
1830,0.0,0.35,35,38,[CLS] 삼성전자임원들의감원에대하여 [SEP]                                   ,[CLS] 선원들의 자격증 시험에 관하여 [SEP]                                      
8053,3.0,0.35,36,32,[CLS] 그리고 신 에너지에 대해 너무 부정적인 것 아닌지. [SEP]                                    ,[CLS] 그리고 새로운 에너지에 대해 너무 부정적이지 않습니다. [SEP]                                
1414,2.8,0.35,33,37,[CLS] 메르스 확진 환자에게 기만이 있다면 엄중히 처벌해주세요. [SEP]                                 ,[CLS] 메르스 확진자 사기당하면 엄벌하세요. [SEP]                                     
2568,0.0,0.35,31,31,[CLS] 세월호 특조위 2기가 필요합니다 [SEP]                               ,[CLS] 황전원 특조위원 박탈을 청원합니다 [SEP]                               
1380,0.4,0.35,40,33,[CLS] 현충일 유흥업소 휴무 [SEP]                                        ,[CLS] 대형마트 휴무일 너무 힘들어요 [SEP]                                 
8122,0.8,0.35,21,25,[CLS] 중반쯤보다보니 대충 감잡히든데 파트너는 자꾸 집에가서 자라그러고 ㅡ. ㅡ [SEP]                     ,[CLS] 중반까지는 최곤데 막바지에가서 쓰레기로 전락해버림... [SEP]                         
7257,1.6,0.35,27,28,[CLS] 모두들 격한 환영 부탁드립니다! [SEP]                           ,[CLS] 모두를 따뜻하게 환영합니다! [SEP]                            
8445,0.4,0.35,34,24,[CLS] 양산경찰서 조작하고 덮을려고 청원합니다 [SEP]                                  ,[CLS] 드루킹 수사 더 철저하게 수사할것을 청원합니다 [SEP]                        
251,3.0,0.35,36,33,[CLS] 지루할 수 있는 내용임에도 정말 재미있게 봤습니다... [SEP]                                    ,[CLS] 정말 재밌게 봤네요... [SEP]                                 
4427,3.4,0.35,42,47,[CLS] 도 같이가용 ㅋㅋㅎㅎㅎ [SEP]                                          ,[CLS] 같이 가자 ㅋㅋㅋ [SEP]                                               
4188,2.4,0.35,29,32,[CLS] 긴머리 박신양은 봐줄 수가 없다. [SEP]                             ,[CLS] 차마 눈뜨고 봐줄 수가 없다. [SEP]                                
3535,4.2,0.35,31,33,[CLS] 데이터팀 반지 단체샷 기대해 봅니다. [SEP]                               ,[CLS] 데이터팀 링 단체샷 기대됩니다. [SEP]                                 
8776,0.4,0.35,44,37,[CLS] 흑백으로도 재밌게 만든영화 많은데 [SEP]                                            ,[CLS] 아주 재밌게 본 잘 만든 영화 [SEP]                                     
7996,0.0,0.35,39,37,[CLS] 미추어버리겄네... [SEP]                                       ,[CLS] 라는 생각만 드네... [SEP]                                     
7432,0.6,0.35,37,42,[CLS] 삶이 힘들다면 꼭 보세요 ~ 불끈불끈 한다는 ㅎㅎ [SEP]                                     ,[CLS] 불효자는 곡 보세요 [SEP]                                          
4224,1.2,0.35,44,68,[CLS] 포스터는 [UNK] 에로틱하지 ㅋㅋㅋ [SEP]                                            ,[CLS] 포스터처럼 레알 스펙터클한데 ㅋㅋ [SEP]                                                                    
8364,0.2,0.35,37,28,[CLS] 짐작대로 그만큼. 흠흠. [SEP]                                     ,[CLS] 그저 그런 공포물. 흠흠흠. [SEP]                            
1507,0.0,0.35,42,42,[CLS] 정확한 한글 발음에 대한 인지 [SEP]                                          ,[CLS] 하단 메뉴에 대한 접근성 [SEP]                                          
5626,1.8,0.35,43,39,[CLS] 주말 마무리 잘 하세요 [SEP]                                           ,[CLS] 하루 잘 마무리하세요 ~ ~ [SEP]                                       
4553,0.0,0.35,45,31,[CLS] 바다 배경만 아름다웠다 ~ ~ ~ ~ ~ [SEP]                                             ,[CLS] 손발이 오글거려도 좋다 ~ ~ ~ ~ [SEP]                               
3088,0.0,0.35,37,35,"[CLS] 운치를 추구하며 테라스에서 먹었는데, [SEP]                                     ","[CLS] 근데 연재는 완료되었는데, [SEP]                                   "
1875,0.0,0.35,38,35,"[CLS] 달리고 또 달리고,, [SEP]                                      ",[CLS] 공포감도 별루고.. 암튼 비추.. [SEP]                                   
4862,4.8,0.35,43,38,[CLS] 대학 학자금대출 에대하여 [SEP]                                           ,[CLS] 대학 학자금 대출에 대해 [SEP]                                      
8798,2.2,0.35,42,33,[CLS] 쇼미더머니 슈퍼비 탈락 재심사 부탁드립니다 [SEP]                                          ,[CLS] 쇼 미 머니 슈퍼 비 거절을 재검토하십시오. [SEP]                                 
1914,0.0,0.35,22,33,[CLS] 방학동안 보여줄 게 없었는데.. 애들 개학 하니까 개봉하네요.. ; ; [SEP]                      ,[CLS] 정말 지루했다... ㅡ ; ; ㅡ ; ; [SEP]                                 
5,4.0,0.35,32,29,[CLS] 워크샵이 생각했던 것 보다 너무너무 재미있었다! [SEP]                                ,[CLS] 워크샵은 생각보다 너무 재미있었어요! [SEP]                             
6034,0.8,0.35,35,28,[CLS] 주인님이 얼른 내려오라는 것 같은데.. ㅋㅋㅋ [SEP]                                   ,[CLS] 앗ㅋㅋㅋ 주인없는 집에 놀러갈 뻔했네요.. [SEP]                            
5506,0.0,0.35,40,39,[CLS] 입사일이 같군요! ㅎㅎ [SEP]                                        ,[CLS] 보통일이 아니군요 ㅎㅎ [SEP]                                       
7765,0.2,0.35,11,35,[CLS] ㅋㅋ 오늘 조교미팅에서도 우리 회사 한 번 안하냐는 의견이 있긴햇엇네요 ㅎㅎㅋㅋ [SEP]           ,[CLS] 마라톤 톡에 이어 미팅에서도 유익하고 재밌는 이야기를 엄청 쏟아내주셔서 감사합니다 ㅎㅎ [SEP]                                   
6091,1.0,0.35,42,31,[CLS] 자동차 전용도로 오토바이 진입문제 [SEP]                                          ,[CLS] 자동차 전용도로앞에서 유턴도 안되네요 [SEP]                               
2215,0.0,0.35,29,18,[CLS] 부동산정책... 1채있는 집을 팔고 싶다.. [SEP]                             ,[CLS] 이혼공화국 만들어..... 출산율 급감시킬일 있나요? [SEP]                  
1384,3.4,0.35,35,32,[CLS] 정말 기분 좋은 소식이메요. [SEP]                                   ,[CLS] 너무도 멋진 소식이네요. [SEP]                                
7440,0.0,0.35,41,36,[CLS] 제작진은 정신 좀차려라.. [SEP]                                         ,[CLS] 시걸아 치고 빠지는것도 좀 배워라.. [SEP]                                    
